 Unnamed: 0                    CODIGO                                      DISCRIPCION           MARCA      GRUPO  UNIDA    COSTO      P-A     P-B
        NaN                 HF286-405                     PAPEL8.5X11DE100PZASSINHUECO              HF    ESCOLAR    NaN    0.620   0.7600   0.630
        NaN                     HF30.                                        GRAPADORA              HF    ESCOLAR    NaN    0.000   1.1100   1.050
        NaN                     HF34.                          CLIPPARÁHOJASOPRESILLAS              HF    ESCOLAR    NaN    0.000   0.2400   0.230
        NaN                     HF37.                                MASILLADE4COLORES              HF    ESCOLAR    NaN    0.000   0.8500   0.810
        NaN                   HF40801                           BOLASDEFONSISTEMASOLAR              HF  ESCOLARES    NaN    0.000   1.1300   0.990
        NaN                 HF527-683                    CUADERNODEDIBUJO8.5X1350HOJAS              HF    ESCOLAR    NaN    0.750   0.9400   0.780
        NaN                   HF60-1.                        PAPELMANILA70GSM,60MX92CM              HF      HOGAR    NaN    9.000  12.0000  10.000
        NaN                     HF63.                         PIEDRASDECORATIVASDECOL.              HF    ESCOLAR    NaN    0.300   0.3300   0.310
        NaN                 HF684-984             PADDEPAPELDECONTRUCCION9X12/100HOJAS              HF    ESCOLAR    NaN    1.000   1.2600   1.050
        NaN                    HF-6FT                       EXTENCIONESBLANCAS*6METROS            H.F. FERRETERIA    NaN    0.000   0.5500   0.520
        NaN                     HF71.                                    VASOSPLASTICO              HF    ESCOLAR    NaN    0.000   0.5600   0.530
        NaN                     HF73.                                    VASOSPLASTICO              HF    ESCOLAR    NaN    0.000   0.5200   0.490
        NaN                    HF7510                          LIBRETASDEDIBUJOESPIRAL              HF    ESCOLAR    NaN    0.000   1.2100   1.150
        NaN                  HF8.5*11                          PAGINAS8.5*11DE500HOJAS            H.F.    ESCOLAR    NaN    0.000   3.5000   3.500
        NaN                HF985-1184              PADDEPAPELDECONTRUCCION9X12/20HOJAS              HF    ESCOLAR    NaN    0.350   0.4400   0.370
        NaN                    HF-9FT                       EXTENCIONESBLANCAS*9METROS            H.F. FERRETERIA    NaN    0.000   0.6600   0.630
        NaN                   HF-M12.                            LAPIZDECOLORESDE12PZA              HF      HOGAR    NaN    0.550   0.6600   0.570
        NaN                   HF-M24.                            LAPIZDECOLORESDE24PZA              HF      HOGAR    NaN    0.980   1.2000   1.020
        NaN                    HF-S12                        LAPIZDECOLORES12PZA-NUEVO              HF      HOGAR    NaN    0.330   0.4200   0.350
        NaN                    HF-S24                        LAPIZDECOLORES24PZA-NUEVO              HF      HOGAR    NaN    0.700   0.8800   0.730
        NaN                   HG-010.                        FOMIMETALICOVARIOSCOLORES              HF  ESCOLARES    NaN    0.000   0.7800   0.770
        NaN                     HGY-2                 FLORESARTIFICIALES,GIRASOLGRANDE              HF     FIESTA    NaN    0.000   1.5000   1.490
        NaN                     HGY-3                        FLORESARTIFICIALES/LIRIOS              HF     FIESTA    NaN    0.000   1.4000   1.390
        NaN                  HILO12*3                                    HILOPARATEJER             NaN      HOGAR    NaN    0.000   0.5000   0.490
        NaN                  HJ-120B.                           CABALLETEDEMADERA120CM              HF      HOGAR    NaN    5.250   6.0600   5.770
        NaN                   HJ-90B.                            CABALLETEDEMADERA90CM              HF      HOGAR    NaN    4.950   5.7300   5.460
        NaN                  HK-100MM                           HIERROSDEMETALP/MADERA              HF     FIESTA    NaN    0.000   0.1980   0.189
        NaN                  HK-150MM                      BRAZOSDEHIERROS150MM/MADERA              HF     FIESTA    NaN    0.000   0.2200   0.210
        NaN                  HK-200MM                       BRAZOSDEHIERRO200MM/MADERA              HF     FIESTA    NaN    0.000   0.2420   0.231
        NaN                  HK-250MM                        BRAZOSHIERROS250MM/MADERA              HF     FIESTA    NaN    0.000   0.2750   0.262
        NaN                   HM-168H                         PLUMASCONBORRADOR-NEGRO*            H.F.      HOGAR    NaN    0.200   0.2200   0.210
        NaN                   HM-168L                          PLUMASCONBORRADOR-AZUL*            H.F.      HOGAR    NaN    0.000   0.2200   0.210
        NaN                  HMA2014.                                   MAMPARACHICAHF              HF    ESCOLAR    NaN    0.500   0.6300   0.525
        NaN                  HMA2840.                                 MAMPARAMEDIANAHF              HF    ESCOLAR    NaN    1.000   1.3650   1.050
        NaN                  HMA3648.                                  MAMPARAGRANDEHF              HF    ESCOLAR    NaN    1.650   2.0700   1.730
        NaN                  HPA015-1                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.300   0.3700   0.315
        NaN                 HPA015-10                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.300   0.3700   0.315
        NaN                 HPA015-11                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.300   0.3700   0.315
        NaN                  HPA015-2                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.350   0.4400   0.367
        NaN                  HPA015-6                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.280   0.3500   0.294
        NaN                    HPA016                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.400   0.5000   0.490
        NaN                    HPA017                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.400   0.5000   0.490
        NaN                  HPA058-2                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.300   0.3700   0.315
        NaN                  HPA085-1                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.420   0.5300   0.440
        NaN                  HPA215-8                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.350   0.4400   0.367
        NaN                  HPA310-9                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.330   0.4150   0.346
        NaN                 HPA410-12                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.420   0.5300   0.440
        NaN                 HPA410-13                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.400   0.5000   0.420
        NaN                 HPA410-14                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.350   0.4400   0.370
        NaN                    HPA510                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.350   0.4400   0.370
        NaN                    HPA511                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.420   0.5300   0.440
        NaN                    HPA513                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.320   0.4000   0.336
        NaN                    HPA514                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.320   0.4000   0.336
        NaN                    HPA515                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.320   0.4000   0.336
        NaN                    HPA521                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.300   0.3700   0.315
        NaN                    HPA524                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.300   0.3700   0.315
        NaN                    HPA526                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.370   0.4660   0.390
        NaN                    HPA529                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.330   0.3800   0.315
        NaN                    HPA531                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.520   0.6500   0.550
        NaN                    HPA532                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.450   0.5600   0.470
        NaN                    HPA534                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.380   0.4700   0.400
        NaN                    HPA535                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.400   0.5000   0.420
        NaN                    HPA537                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.330   0.4100   0.346
        NaN                    HPA541                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.350   0.4400   0.370
        NaN                    HPA543                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.420   0.5200   0.440
        NaN                    HPA544                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.420   0.5200   0.440
        NaN                    HPA545                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.420   0.5200   0.440
        NaN                    HPA546                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.450   0.5600   0.470
        NaN                    HPA547                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.450   0.5600   0.470
        NaN                    HPA552                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.350   0.4400   0.370
        NaN                    HPA553                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.320   0.4000   0.340
        NaN                  HPA715-7                          GUIRNALDADEFIESTAPATRIA            H.F.    ESCOLAR    NaN    0.550   0.6900   0.577
        NaN                     HR-26                                    JUEGODEAGUJAS              HF    NAVIDAD    NaN    0.000   0.1100   0.100
        NaN                  HS-3012.                       TIZADECOL.PASTEL,12COLORES              HF    ESCOLAR    NaN    0.000   1.7000   1.620
        NaN                    HSR-60                           BARRADESILICONADELGADA             NaN      HOGAR    NaN    0.000   4.1800   3.990
        NaN                     HX-18                                          EXACTO.              HF    ESCOLAR    NaN    0.000   0.1900   0.180
        NaN               HX-9858-05.                                          MINAS05              HF      HOGAR    NaN    0.060   0.0800   0.070
        NaN               HX-9858-07.                                          MINAS07              HF      HOGAR    NaN    0.060   0.0800   0.070
        NaN                    HY102H                             RESALTADORESCOL.SURT            H.F.    ESCOLAR    NaN    0.000   0.1300   0.120
        NaN                   HY-508.                    PISTOLADEGOMACLAIENTECOL.SURT              HF    ESCOLAR    NaN    0.000   2.2000   2.100
        NaN                 HY-FT0012                                   FLORITAPEVERDE              HF    ESCOLAR    NaN    0.000   0.2000   0.190
        NaN                    I0078.                                         EXACTOS.            H.F.      HOGAR    NaN    0.000   0.7700   0.730
        NaN                    J-1217                          BOLSASDEREGALOCONDISEÑO             NaN      HOGAR    NaN    0.160   0.2000   0.170
        NaN                    J-1508                          BOLSASDEREGALOCONDISEÑO             NaN      HOGAR    NaN    0.160   0.2000   0.170
        NaN                    J-1520                          BOLSASDEREGALOCONDISEÑO             NaN      HOGAR    NaN    0.160   0.2000   0.170
        NaN                  J-155-42                             ADORNOSDEFLORDELIRIO             NaN      HOGAR    NaN    0.000   0.9000   0.890
        NaN                    J-1559                          BOLSASDEREGALOCONDISEÑO             NaN      HOGAR    NaN    0.210   0.2500   0.220
        NaN                    J-1594                          BOLSASDEREGALOCONDISEÑO             NaN      HOGAR    NaN    0.210   0.2500   0.220
        NaN                     J-187                             ADORNOSDEFLORDELIRIO             NaN      HOGAR    NaN    0.000   0.9000   0.890
        NaN                     J-244                             ADORNOSDEFLORDELIRIO             NaN      HOGAR    NaN    0.000   0.9000   0.890
        NaN                    J-9014                          BOLSASDEREGALOCONDISEÑO             NaN      HOGAR    NaN    0.210   0.2500   0.220
